15
300 5000
125 102 3
47 28 1
108 125 2
156 148 2
246 230 3
115 142 5
183 157 2
237 241 5
244 239 5
81 52 4
106 78 5
42 61 3
106 117 3
290 291 5
269 290 1
219 240 3
196 178 4
125 133 2
227 220 1
90 79 1
188 177 2
23 12 4
279 294 2
105 133 3
76 60 2
133 105 2
40 30 5
240 226 2
19 2 2
232 219 3
277 297 3
208 223 2
269 289 4
78 83 5
231 217 3
4 23 5
192 172 5
211 221 2
43 68 3
190 219 5
49 59 3
175 182 5
55 53 2
195 223 2
266 288 3
56 61 5
52 44 1
177 201 2
266 251 4
80 106 1
26 42 3
233 215 2
119 147 1
204 223 1
98 89 1
138 166 4
257 240 5
89 113 2
52 40 5
51 73 4
207 190 4
77 104 5
215 191 2
207 214 1
3 15 5
252 233 4
268 241 4
230 219 4
84 56 2
45 15 4
161 132 2
233 227 1
106 104 5
140 169 2
81 82 2
181 199 1
160 132 5
37 60 1
66 41 2
41 31 5
153 159 2
142 122 1
38 32 4
133 159 2
176 178 4
22 29 3
94 101 5
72 95 2
152 154 4
145 152 4
65 66 5
149 152 4
276 273 1
116 114 4
80 108 4
273 284 1
69 44 2
97 103 5
121 108 4
239 242 5
44 70 1
19 22 4
133 157 3
33 13 2
236 235 4
196 203 4
159 150 4
206 231 3
92 108 1
188 207 3
13 1 4
22 13 5
82 93 2
193 178 1
283 282 4
22 20 5
221 239 4
115 87 5
83 88 4
109 120 5
24 6 4
181 193 1
242 216 2
86 58 3
88 115 2
156 170 2
206 190 4
270 252 1
259 285 3
36 29 3
235 231 3
28 9 1
86 92 5
233 223 3
277 263 3
82 77 1
111 98 3
18 8 4
55 25 4
273 295 1
20 10 4
183 202 4
192 207 3
102 115 4
163 134 5
147 133 4
195 197 3
107 85 2
118 144 1
144 121 3
170 168 1
245 241 5
138 135 3
128 130 2
131 105 5
65 53 4
280 287 3
133 105 4
289 277 4
96 108 2
256 253 5
181 177 5
294 273 3
22 28 5
180 198 2
202 193 5
282 276 1
256 266 2
157 142 2
105 97 4
257 243 3
65 74 1
9 16 4
271 254 4
264 292 1
15 41 2
120 128 3
89 79 5
234 255 1
146 124 3
35 55 3
57 83 5
163 166 1
84 77 4
170 196 3
230 222 1
99 83 5
284 261 3
174 173 3
60 49 3
43 18 5
66 52 2
235 217 2
67 76 4
149 162 5
57 45 3
8 5 1
40 68 2
82 106 3
13 17 4
237 252 2
262 245 5
86 66 2
215 243 3
270 284 2
180 208 1
193 214 3
81 83 3
73 83 4
60 64 1
84 94 3
140 167 2
200 178 3
252 231 2
230 255 5
156 138 4
212 189 5
109 99 2
237 223 3
41 11 2
69 48 5
268 297 5
299 280 3
33 42 2
115 134 2
51 59 2
249 264 3
9 39 4
234 230 5
210 191 5
157 142 3
251 281 4
31 40 3
108 119 1
276 299 2
40 14 3
170 153 5
197 208 4
224 210 4
277 250 5
210 206 4
19 27 4
249 262 3
142 172 3
114 116 3
57 33 3
192 209 1
112 139 5
37 21 3
83 93 3
111 95 1
197 205 4
238 264 4
228 226 3
274 257 1
32 25 2
4 24 4
234 248 4
271 279 1
277 260 4
208 188 1
215 231 1
93 111 2
15 25 2
45 53 1
225 215 1
84 82 4
110 99 4
253 251 3
196 171 4
192 178 2
94 124 2
143 155 2
260 284 3
261 283 4
20 30 1
231 227 4
192 175 1
34 13 3
173 143 5
144 153 3
98 83 4
127 100 1
139 136 3
82 52 5
226 239 2
260 266 2
94 85 5
86 57 4
129 102 5
187 198 4
146 145 1
103 119 5
60 63 4
86 102 4
99 120 4
290 262 2
218 237 2
56 81 5
190 165 4
120 107 1
131 115 2
164 180 1
240 220 5
23 4 5
147 142 4
62 59 2
99 102 3
224 198 4
34 15 1
120 100 2
188 164 2
82 87 4
18 17 3
97 74 3
289 277 3
274 287 4
198 218 1
152 181 2
54 38 4
142 164 4
55 69 1
250 257 5
108 95 5
20 39 2
262 266 4
168 191 1
223 194 3
9 5 1
211 209 3
63 87 1
213 203 5
265 237 1
152 154 4
252 226 3
261 246 1
200 176 2
179 182 3
5 7 3
211 183 1
106 110 2
234 210 2
4 14 3
95 79 1
105 113 2
66 69 5
222 240 3
20 40 4
116 112 2
168 149 5
224 208 5
75 64 1
187 194 1
139 129 4
167 150 3
189 180 2
281 279 4
90 88 4
256 267 1
93 118 3
111 126 4
147 132 3
275 294 3
104 119 3
221 236 4
100 120 5
263 262 5
68 94 3
7 25 3
248 218 2
142 166 2
197 219 5
258 260 3
249 252 2
124 99 4
42 51 1
48 60 1
45 27 1
106 107 5
30 34 2
48 49 1
255 263 5
185 195 5
84 96 1
31 30 5
131 140 5
87 72 2
257 237 3
106 129 5
165 142 4
281 272 2
253 241 3
130 121 1
212 235 3
76 101 1
71 84 1
155 127 3
76 83 5
126 146 3
193 214 3
119 133 3
141 143 3
164 161 4
171 189 3
211 215 3
280 298 1
180 150 4
282 284 1
145 136 2
266 244 3
246 247 5
140 132 4
114 96 4
58 45 4
86 88 2
276 283 5
126 149 4
272 242 5
30 39 1
196 220 5
34 51 4
211 182 2
52 54 3
152 157 2
261 268 2
132 143 3
11 1 5
55 33 2
189 166 4
235 265 5
125 104 4
53 42 5
110 95 1
300 291 4
160 167 3
249 255 1
56 65 5
70 96 1
28 41 3
57 42 2
16 28 4
114 125 3
8 18 3
269 279 2
117 108 2
113 93 2
124 144 4
49 44 3
257 270 4
275 250 2
93 65 3
102 88 3
49 63 5
133 120 3
92 67 4
116 99 3
210 192 4
252 248 5
248 271 2
159 184 2
167 157 1
126 115 1
254 240 3
73 66 1
72 51 3
40 48 1
112 104 4
246 270 5
54 80 4
135 119 5
43 40 3
213 201 2
65 51 1
6 12 1
118 139 1
185 205 2
207 209 2
147 146 3
116 105 5
258 242 1
98 88 4
87 91 3
62 57 5
144 128 5
48 55 2
55 82 5
222 228 4
241 244 3
181 209 2
195 215 2
15 9 1
257 244 2
136 156 2
57 64 5
221 241 1
253 242 3
79 71 5
242 221 3
36 62 3
215 241 4
7 15 5
19 16 2
157 133 3
223 220 3
221 250 5
26 37 3
107 103 3
235 219 5
237 239 1
13 39 5
69 49 4
65 54 5
234 250 2
151 150 5
145 161 1
161 186 1
199 206 2
264 292 1
199 221 1
209 210 3
228 214 3
40 33 5
34 32 5
109 115 1
30 20 1
45 21 3
45 62 2
263 280 3
110 82 4
196 211 5
200 229 4
71 46 3
228 225 1
114 109 5
276 296 2
146 123 3
78 102 1
52 43 5
127 102 1
15 25 5
28 3 5
256 247 3
180 163 3
97 87 3
101 81 4
99 76 4
180 199 5
241 270 5
57 60 1
200 228 3
9 34 1
277 266 5
167 172 4
189 174 3
29 8 2
258 231 4
110 119 2
180 165 5
34 47 4
217 214 4
212 205 5
264 285 4
85 64 4
138 130 4
32 9 5
30 26 3
201 195 4
29 58 5
150 126 1
152 172 5
181 187 4
57 63 4
244 214 4
144 116 5
157 183 3
214 215 2
130 141 5
239 215 3
244 216 4
272 287 3
79 66 3
290 298 3
192 193 4
10 33 1
264 237 4
10 28 3
252 265 2
112 91 1
153 143 5
96 108 2
30 37 5
29 10 3
255 284 1
256 228 3
32 60 1
203 225 5
121 144 2
163 138 1
164 161 2
292 268 2
104 107 5
265 278 3
38 36 5
198 187 1
82 111 5
51 76 3
104 80 1
96 90 2
56 42 1
85 72 2
216 191 4
65 82 2
166 175 5
155 134 5
236 253 1
257 275 5
231 251 1
214 244 5
76 83 1
126 99 2
171 146 3
50 32 2
112 130 2
244 233 4
124 94 5
256 276 4
241 260 5
239 251 2
173 164 1
191 180 4
256 240 3
71 100 4
57 59 3
231 228 5
219 234 3
146 143 3
231 250 2
203 186 2
80 97 1
178 195 3
165 189 5
98 78 4
16 1 3
51 52 4
232 259 4
97 76 2
296 277 2
170 172 3
170 194 3
225 209 3
173 194 5
118 137 5
115 145 4
258 254 2
54 65 3
97 92 2
268 296 1
287 283 3
137 163 3
65 46 1
131 117 5
287 276 1
23 33 2
232 248 2
31 17 3
36 57 4
264 239 2
250 236 3
114 136 5
211 193 3
55 35 2
230 241 2
102 93 3
145 169 2
200 220 3
166 139 2
53 58 1
99 114 5
88 82 5
226 241 5
250 241 4
42 51 1
218 200 4
183 191 2
164 137 4
269 293 2
67 57 5
93 95 2
287 261 3
239 257 3
56 28 5
129 152 4
54 65 5
175 168 2
140 151 4
207 208 5
216 220 5
152 172 1
195 191 4
93 71 4
96 69 2
47 19 2
56 80 1
226 224 3
60 47 1
250 255 3
276 298 2
96 120 3
103 96 5
103 107 3
97 95 1
173 180 1
94 87 1
107 126 4
94 71 2
41 28 3
185 200 1
93 67 3
182 165 4
214 186 3
61 77 1
164 186 4
95 92 1
220 211 4
65 68 2
191 165 4
118 136 2
109 102 5
35 54 5
56 72 1
156 128 1
40 47 2
201 171 5
186 193 2
83 64 2
232 204 1
85 100 2
93 64 5
189 216 5
46 41 4
69 95 5
280 250 3
89 108 4
262 232 4
270 271 2
52 44 2
109 80 3
252 244 4
193 211 2
129 114 2
212 203 1
42 57 5
201 202 1
90 60 1
152 181 2
111 96 1
82 55 5
48 37 4
176 198 3
121 123 2
134 157 3
46 27 3
251 281 5
245 218 3
156 164 4
152 166 1
112 115 5
172 189 4
142 118 5
129 144 4
241 271 5
71 87 2
164 165 4
69 64 2
54 34 4
17 44 3
138 148 4
173 193 4
293 284 4
77 69 2
52 26 2
133 125 3
183 174 5
139 143 5
185 211 5
119 127 5
253 272 4
189 194 3
252 264 3
69 53 2
66 90 1
156 150 1
248 227 5
128 150 1
149 142 4
296 276 4
104 85 5
197 170 1
47 73 3
66 63 4
107 123 3
224 230 1
176 197 3
70 47 2
272 254 3
275 276 1
120 127 4
3 17 1
24 33 3
40 14 1
139 136 1
230 209 5
169 174 1
143 133 3
68 72 2
117 122 5
147 126 2
80 65 2
234 258 3
186 164 1
27 38 5
160 146 1
236 250 1
261 256 2
183 163 2
97 81 2
3 10 4
72 100 1
270 277 2
257 264 5
296 285 5
137 158 5
210 204 3
43 25 3
175 169 4
109 102 4
123 117 4
293 297 2
274 297 1
13 15 1
296 274 5
188 192 3
214 197 3
203 182 1
65 55 5
212 223 2
201 231 3
281 270 2
44 62 2
189 193 1
44 33 3
133 140 3
138 154 5
50 55 5
223 225 4
207 225 2
128 149 5
54 40 5
250 230 1
88 118 4
201 230 3
146 149 1
181 202 4
65 92 2
10 4 4
96 91 1
51 38 2
172 158 1
258 240 4
45 33 2
248 223 5
111 91 2
171 150 4
96 106 5
248 262 1
275 289 2
197 191 1
221 251 2
234 245 1
247 226 1
174 172 3
94 69 2
68 66 5
259 237 1
156 184 2
220 213 1
173 186 2
269 240 5
164 155 1
271 256 1
198 173 3
94 114 1
36 10 5
213 223 1
215 233 3
42 60 3
55 74 3
54 49 4
121 125 4
182 169 2
140 152 2
127 116 5
108 128 3
144 132 5
224 206 2
104 114 5
34 29 1
210 209 2
47 40 5
51 21 1
250 225 3
251 281 3
181 191 4
23 33 1
79 86 2
103 96 4
31 17 5
161 151 5
103 86 5
77 54 5
215 236 1
194 182 4
241 230 2
251 252 2
132 144 1
33 11 2
144 140 2
158 134 3
286 270 1
153 165 2
123 106 5
235 241 5
119 107 4
215 216 2
106 83 2
102 129 3
167 196 4
52 60 2
140 114 2
276 299 5
181 151 5
281 291 2
55 35 2
217 212 5
138 140 3
72 83 5
84 90 2
166 170 3
151 150 4
275 265 3
70 46 2
32 37 4
176 174 4
148 137 3
206 202 3
30 48 3
47 59 2
226 253 5
161 136 2
127 140 5
61 34 5
83 76 4
168 166 1
204 195 4
207 219 2
207 203 1
292 276 2
37 23 4
152 182 5
158 171 2
182 200 4
180 175 5
215 196 4
65 40 4
41 58 1
125 99 3
109 100 1
77 48 1
187 166 3
51 50 1
63 40 4
216 244 1
108 129 1
45 62 3
87 79 4
227 239 2
201 171 5
248 244 2
188 203 4
31 55 3
197 198 3
83 98 3
7 36 2
278 282 2
172 165 3
73 88 3
80 63 3
259 231 2
208 183 5
292 295 2
141 154 3
103 100 3
81 74 1
27 25 3
27 41 3
137 139 5
10 27 5
107 121 2
42 72 2
159 184 1
79 106 5
102 110 3
138 139 5
151 126 1
232 246 1
135 150 3
37 28 2
165 182 1
149 131 3
166 190 4
204 174 5
158 154 1
87 80 3
54 78 3
196 209 5
192 163 5
15 32 1
285 286 4
59 64 2
275 276 2
282 255 3
252 281 5
124 110 4
156 149 4
82 95 3
184 193 1
117 99 5
198 175 3
139 113 1
115 137 4
249 276 1
108 105 2
39 25 2
25 8 4
69 59 4
245 273 1
203 206 3
46 38 4
273 252 5
210 227 4
274 270 4
232 252 5
173 186 3
189 186 5
91 81 5
172 200 2
169 167 1
293 280 1
37 60 2
72 89 5
277 268 3
48 62 4
98 88 2
274 245 2
268 247 4
153 129 1
261 277 2
159 170 2
18 21 1
285 297 2
35 13 1
252 268 3
79 54 5
166 156 1
114 142 4
185 182 5
275 285 2
95 120 3
112 107 5
198 205 2
83 113 3
94 109 1
59 74 5
210 239 4
169 164 2
116 99 3
22 46 4
197 206 2
25 33 1
251 233 2
139 121 3
274 293 2
259 229 3
23 39 2
128 110 4
136 164 5
205 217 2
51 30 2
134 141 5
227 216 1
125 105 5
144 142 4
191 203 1
133 128 2
136 137 4
164 174 3
134 160 5
18 6 2
256 261 1
82 80 2
11 15 3
220 191 5
265 278 2
181 174 1
183 193 5
85 99 2
204 208 4
174 202 4
109 110 2
186 194 2
98 97 3
152 168 4
118 126 4
175 160 1
147 170 1
191 193 1
287 269 2
132 130 1
59 66 2
100 129 3
132 130 1
169 167 5
131 142 2
149 121 5
185 202 1
114 131 4
145 165 3
204 207 1
265 273 4
108 126 4
193 207 2
287 257 1
254 233 1
106 86 4
215 224 5
9 14 2
207 209 2
279 300 3
44 50 1
35 57 5
196 184 3
16 26 5
169 198 5
198 186 5
175 193 1
122 111 3
120 134 4
177 178 4
281 279 2
295 268 3
135 162 3
217 220 4
103 124 4
250 227 2
115 114 5
107 92 2
175 178 2
237 262 1
237 235 4
110 99 2
1 7 5
172 180 1
162 190 4
270 280 4
204 205 3
68 79 2
217 187 2
114 90 2
83 77 5
98 123 5
67 59 1
105 100 2
135 140 4
190 189 1
118 88 1
219 249 5
268 251 3
187 201 1
227 239 1
38 31 3
288 276 3
13 9 2
85 90 2
214 206 3
162 190 1
38 23 2
262 273 1
150 155 4
88 61 2
240 232 3
213 218 1
120 146 3
209 237 4
134 151 1
163 171 1
171 181 2
33 22 5
81 106 4
39 10 2
262 265 3
80 51 3
267 249 4
48 37 1
239 244 3
221 236 2
277 291 5
192 207 3
286 294 3
219 237 4
287 259 1
81 98 2
220 193 1
238 248 4
258 257 3
219 198 3
269 242 3
153 149 4
254 253 5
205 228 1
218 219 1
169 143 1
91 73 5
106 79 3
243 250 1
214 216 4
87 67 1
110 134 1
63 92 3
172 144 2
201 187 1
103 91 2
264 282 1
115 142 3
136 117 4
182 167 5
258 262 2
163 180 5
192 166 5
170 163 4
169 145 4
199 194 4
184 188 3
192 175 5
12 14 2
248 221 3
202 181 5
153 148 2
109 121 5
172 197 1
152 134 5
265 273 5
245 246 4
260 239 3
29 20 1
68 77 1
172 186 5
198 221 3
277 282 3
39 60 5
122 108 4
26 19 3
278 269 2
130 136 5
160 167 4
33 6 5
86 78 5
58 47 4
289 296 2
199 196 2
200 187 3
266 285 1
232 211 2
148 136 5
82 77 2
115 140 2
98 113 5
104 89 3
295 286 1
205 216 3
33 12 3
274 270 4
171 199 3
206 198 4
51 61 2
210 192 4
220 198 1
81 87 4
209 213 3
246 253 1
123 99 5
1 24 1
49 20 4
233 238 3
56 33 3
10 8 4
167 151 3
146 117 3
66 46 2
46 55 3
57 46 5
130 133 2
292 266 1
58 37 4
36 31 1
281 277 2
254 256 1
186 171 5
149 129 1
15 43 3
53 31 2
35 37 3
130 109 2
194 202 4
81 102 5
29 40 5
28 29 1
34 46 5
203 213 5
64 52 1
58 80 3
58 35 1
128 118 4
69 81 1
139 131 5
9 25 2
23 27 5
19 43 3
154 140 2
212 198 3
221 199 2
77 50 5
196 181 2
219 207 5
121 106 5
189 197 2
262 275 5
105 80 5
118 92 3
45 23 3
161 174 1
226 228 4
268 293 4
38 55 2
92 105 2
74 56 3
33 11 2
242 241 3
200 213 1
117 92 1
58 87 1
210 239 4
218 243 4
191 220 3
251 279 4
169 159 2
156 178 3
177 152 5
32 38 5
84 57 3
271 242 2
80 65 4
236 222 3
252 282 3
2 22 5
190 193 2
189 161 2
138 159 4
282 289 3
186 199 3
11 40 2
7 33 5
146 118 1
262 239 4
188 214 1
43 52 3
284 290 1
153 145 5
83 90 1
103 128 3
209 201 3
23 37 2
44 63 3
79 90 1
82 72 3
39 16 2
186 166 5
43 63 1
103 108 4
203 194 3
152 168 3
87 86 2
34 24 2
211 239 1
114 113 1
266 246 2
203 227 3
166 149 2
73 83 5
228 215 1
225 250 5
47 77 5
41 20 2
23 4 2
47 75 4
242 253 5
266 264 3
287 279 2
98 103 1
222 249 4
160 167 5
80 109 3
3 28 3
118 137 2
252 235 5
175 204 3
235 259 4
153 125 3
116 92 5
245 243 5
261 277 5
100 125 3
219 202 3
146 155 5
46 66 5
122 97 3
62 66 5
249 219 5
145 152 1
63 66 5
108 89 1
181 192 1
86 106 5
18 35 3
280 294 5
116 145 1
145 148 1
183 165 5
94 81 1
120 115 3
217 215 3
49 39 1
292 267 1
283 256 4
277 281 2
262 286 5
281 257 4
159 130 1
25 48 5
203 193 1
16 40 1
7 11 5
185 160 2
149 147 5
169 174 2
164 153 1
44 73 3
257 250 5
294 265 2
103 99 3
127 113 2
276 261 5
95 106 2
217 216 5
133 123 4
167 151 1
193 182 1
71 92 4
124 121 4
167 173 4
285 275 2
275 262 1
141 138 1
151 132 3
43 46 4
298 274 2
172 144 5
232 254 4
4 12 2
61 81 2
185 204 5
138 124 5
114 92 4
123 128 5
158 167 1
220 202 3
56 77 2
216 200 2
280 260 5
43 72 5
161 167 5
243 215 2
295 270 3
147 170 2
165 169 2
260 272 5
210 220 1
238 257 4
79 66 1
168 148 5
110 86 3
20 16 3
70 91 1
177 207 1
240 232 5
232 247 4
197 193 1
21 39 2
255 275 5
23 27 5
89 115 1
172 153 2
267 244 5
106 136 1
291 285 1
253 283 4
79 85 5
179 173 2
4 7 4
270 292 4
213 204 2
72 93 5
273 300 1
25 14 3
248 247 5
155 156 1
48 44 4
102 110 2
278 279 4
213 227 5
147 153 1
175 188 3
274 269 5
89 106 4
264 272 3
191 175 3
140 143 2
1 28 3
48 68 4
138 108 5
183 193 4
231 210 1
208 200 4
146 158 1
107 103 1
149 140 2
284 297 5
154 166 5
228 232 1
219 246 1
63 61 1
196 197 5
9 6 3
165 141 2
244 268 3
171 195 2
233 247 2
118 147 5
278 292 1
212 199 1
235 242 4
159 188 4
131 151 2
170 185 5
235 238 5
218 217 3
33 20 1
30 15 3
213 201 3
265 293 4
237 232 4
5 29 2
288 269 5
95 106 3
191 179 1
68 93 4
259 238 3
201 188 3
226 210 2
123 120 1
93 65 4
122 131 5
166 137 2
190 191 4
76 52 3
71 60 1
143 149 1
285 264 4
52 56 2
168 189 2
53 61 1
47 43 5
106 107 2
129 103 2
159 175 4
278 257 1
21 5 4
300 275 1
89 87 5
108 95 2
83 94 1
124 94 1
263 282 1
173 198 5
86 62 1
200 227 3
26 39 4
119 148 2
288 291 4
219 224 2
80 92 5
22 20 2
218 216 2
227 238 1
194 200 3
137 163 4
192 203 5
204 192 1
145 131 4
129 137 3
106 120 3
159 162 3
52 47 4
186 199 2
184 205 5
110 92 5
151 135 4
57 69 3
210 222 3
51 43 1
40 43 3
161 187 4
286 268 1
126 105 2
122 145 2
65 38 3
194 182 1
78 62 2
82 75 4
198 217 4
261 287 3
129 104 5
60 86 1
250 221 5
45 25 3
274 277 4
161 175 4
186 184 1
94 116 4
158 177 1
91 72 4
152 151 1
232 238 5
89 104 1
30 44 5
81 59 4
135 124 3
57 62 4
167 158 2
250 223 5
106 116 2
94 101 5
11 26 2
13 4 1
243 257 3
218 244 3
227 246 4
291 288 4
220 231 4
235 229 1
243 247 2
199 215 3
53 67 3
29 36 4
27 56 4
47 68 3
195 165 1
300 272 2
184 155 2
182 184 3
67 69 1
228 238 2
172 143 5
142 170 2
250 222 4
276 247 3
95 72 4
22 28 3
26 34 1
181 169 4
54 78 3
38 65 5
68 91 5
19 27 4
114 85 2
199 180 1
120 148 4
134 133 5
157 168 5
192 209 3
232 224 5
251 245 3
52 58 5
259 254 4
135 162 5
112 120 3
210 194 2
262 237 1
68 96 4
165 184 5
292 269 5
72 89 4
147 176 1
218 223 5
39 38 5
243 264 2
66 50 5
34 61 3
234 233 4
116 114 5
107 124 2
170 147 1
122 140 2
254 233 2
180 188 2
20 21 2
62 89 1
194 185 1
154 124 2
101 78 3
157 158 4
118 102 5
165 185 2
137 164 5
215 245 3
263 265 1
11 41 5
229 213 3
133 116 1
166 195 4
232 228 5
281 259 3
50 33 5
53 42 3
209 192 1
193 185 3
204 192 1
63 62 2
171 175 5
276 279 5
246 216 4
19 39 5
210 200 4
139 122 4
109 88 1
105 90 2
50 42 5
237 238 1
263 273 4
282 271 1
201 185 3
167 140 2
199 200 4
115 96 1
264 269 1
75 102 2
9 21 4
202 180 3
52 49 1
266 274 2
102 89 1
29 36 2
191 194 5
25 15 2
224 226 1
107 85 5
74 45 4
120 137 3
118 144 4
256 279 5
255 252 2
37 43 2
253 247 2
64 92 1
134 146 2
86 114 1
6 14 2
8 7 2
173 153 2
211 232 5
299 290 3
174 170 4
181 198 4
12 5 1
258 234 1
173 150 4
146 148 1
128 156 5
210 213 2
191 175 2
5 21 1
248 249 2
9 21 3
93 113 3
60 82 5
164 180 2
126 142 5
118 146 4
94 87 1
66 36 5
81 56 1
136 138 3
238 266 1
239 250 2
189 165 5
83 65 2
235 214 1
3 2 4
248 245 3
264 235 3
55 74 3
80 60 5
88 59 3
95 102 1
53 73 1
26 11 5
272 254 2
113 134 1
79 86 1
163 139 1
194 217 5
150 179 2
215 236 1
162 175 2
207 211 3
217 239 4
205 178 3
150 169 2
67 82 1
173 174 1
157 182 5
52 63 2
115 117 3
57 46 5
142 140 4
223 215 4
154 161 2
126 119 4
236 227 3
277 252 4
76 79 1
17 22 2
262 288 4
76 94 4
56 65 2
132 142 1
245 248 3
285 283 5
277 263 5
190 182 5
226 210 1
300 274 5
44 62 4
128 108 2
220 215 5
48 47 1
98 72 4
148 129 2
46 16 4
266 247 2
3 29 2
290 280 3
47 39 1
68 72 1
240 228 2
118 119 3
218 197 5
125 136 4
201 171 2
180 205 3
186 173 4
20 32 2
79 67 3
189 163 3
240 234 1
243 255 5
6 33 4
113 128 4
91 114 5
41 66 3
132 115 5
2 26 1
205 194 1
225 226 5
33 39 3
166 153 5
258 272 5
175 186 1
223 196 4
287 286 4
262 245 3
51 76 1
135 163 3
254 232 5
133 134 2
37 26 3
89 109 2
242 1245
1 2 3
2 3 6
3 4 6
4 5 6
5 6 6
6 7 3
7 8 6
8 9 6
9 10 6
10 11 3
11 12 6
12 13 6
13 14 3
14 15 6
15 16 3
16 17 3
17 18 6
18 19 6
19 20 6
20 21 3
21 22 6
22 23 6
23 24 3
24 25 3
25 26 3
26 27 3
27 28 6
28 29 6
29 30 3
30 31 3
31 32 6
32 33 6
33 34 6
34 35 6
35 36 3
36 37 3
37 38 3
38 39 6
39 40 3
40 41 6
41 42 3
42 43 6
43 44 3
44 45 6
45 46 3
46 47 3
47 48 6
48 49 6
49 242 6
1 50 6
50 51 6
51 52 6
52 53 3
53 54 3
54 55 3
55 56 6
56 57 3
57 58 6
58 59 6
59 60 6
60 61 6
61 62 6
62 63 3
63 64 6
64 65 3
65 66 6
66 67 6
67 68 6
68 69 3
69 70 3
70 71 3
71 72 3
72 73 6
73 74 3
74 75 6
75 76 6
76 77 3
77 78 6
78 79 6
79 80 3
80 81 3
81 82 6
82 83 3
83 84 6
84 85 6
85 86 6
86 87 3
87 88 6
88 89 6
89 90 3
90 91 6
91 92 3
92 93 6
93 94 3
94 95 6
95 96 6
96 97 3
97 242 6
1 98 3
98 99 6
99 100 3
100 101 6
101 102 6
102 103 3
103 104 3
104 105 3
105 106 6
106 107 6
107 108 3
108 109 6
109 110 3
110 111 6
111 112 3
112 113 6
113 114 6
114 115 6
115 116 3
116 117 3
117 118 6
118 119 6
119 120 3
120 121 3
121 122 3
122 123 6
123 124 6
124 125 3
125 126 6
126 127 3
127 128 6
128 129 3
129 130 6
130 131 6
131 132 3
132 133 3
133 134 3
134 135 6
135 136 3
136 137 3
137 138 3
138 139 3
139 140 6
140 141 3
141 142 6
142 143 6
143 144 6
144 145 6
145 242 6
1 146 3
146 147 3
147 148 6
148 149 3
149 150 6
150 151 6
151 152 6
152 153 6
153 154 3
154 155 3
155 156 6
156 157 3
157 158 3
158 159 3
159 160 3
160 161 3
161 162 6
162 163 3
163 164 6
164 165 6
165 166 6
166 167 6
167 168 6
168 169 3
169 170 6
170 171 3
171 172 3
172 173 6
173 174 6
174 175 6
175 176 6
176 177 3
177 178 6
178 179 6
179 180 3
180 181 3
181 182 6
182 183 6
183 184 3
184 185 6
185 186 6
186 187 6
187 188 3
188 189 3
189 190 6
190 191 3
191 192 3
192 193 3
193 242 3
1 194 6
194 195 6
195 196 6
196 197 3
197 198 6
198 199 3
199 200 3
200 201 6
201 202 3
202 203 3
203 204 6
204 205 3
205 206 3
206 207 6
207 208 3
208 209 6
209 210 6
210 211 6
211 212 3
212 213 6
213 214 3
214 215 3
215 216 3
216 217 3
217 218 3
218 219 6
219 220 6
220 221 3
221 222 6
222 223 3
223 224 3
224 225 3
225 226 6
226 227 3
227 228 6
228 229 3
229 230 6
230 231 3
231 232 6
232 233 3
233 234 6
234 235 3
235 236 6
236 237 3
237 238 6
238 239 3
239 240 6
240 241 6
241 242 3
86 168 2
76 224 3
90 198 5
146 36 3
198 196 1
8 223 4
226 228 1
234 35 4
127 3 2
36 162 1
13 180 3
221 168 4
65 39 2
231 5 4
87 192 4
62 188 1
155 159 3
229 176 2
107 198 4
146 127 3
36 189 3
5 17 5
105 76 4
107 77 5
26 194 2
226 28 1
56 85 5
55 25 4
33 6 1
33 104 5
154 186 4
241 195 4
60 178 5
25 96 5
216 72 1
208 180 5
21 150 1
115 133 5
152 218 1
118 113 2
146 5 1
117 136 3
193 153 2
73 207 5
114 192 3
148 34 5
137 53 5
242 169 1
226 234 2
132 128 2
53 158 1
156 87 3
154 125 4
234 18 2
190 204 2
140 161 2
95 200 5
215 17 4
198 9 5
104 33 1
211 22 1
188 14 4
155 227 5
57 236 2
3 99 3
131 150 4
40 153 4
11 215 3
33 242 5
142 148 4
76 171 5
207 3 3
146 14 2
92 124 5
217 202 4
225 222 4
154 16 3
83 240 1
214 35 1
35 96 5
230 105 1
77 25 1
239 31 3
48 177 1
215 108 4
153 145 3
107 111 4
126 72 1
236 69 3
8 104 3
229 178 5
74 213 5
95 168 3
16 144 4
213 21 4
224 15 3
182 186 3
126 76 1
9 35 2
149 66 2
187 83 1
137 110 5
166 125 2
241 193 5
238 196 1
56 239 1
92 15 3
21 91 1
126 93 3
207 218 4
131 191 1
94 122 4
76 33 5
73 13 5
242 118 4
210 150 1
117 161 3
109 183 1
90 47 1
40 84 2
80 118 2
124 223 4
231 14 1
239 2 3
78 163 3
117 144 3
99 45 2
110 54 2
155 36 5
222 102 5
40 90 4
92 190 4
177 81 3
2 91 2
5 121 2
67 11 4
59 108 5
199 84 2
189 39 4
19 157 3
74 178 3
207 119 5
129 177 1
223 14 3
158 179 5
152 85 4
94 133 1
164 135 1
79 92 3
230 16 1
239 193 1
238 43 1
16 11 1
54 238 3
181 237 2
122 24 1
172 125 1
223 131 5
56 234 3
24 188 5
141 116 4
37 57 2
173 37 4
106 48 2
45 54 3
95 133 5
49 25 4
223 21 5
221 55 1
162 111 3
